0.119941115	0.10975623
0.119941115	0.10975623
0.59272015	0.55677694
0.59272015	0.55677694
0.45055297	0.41856617
0.45055297	0.41856617
0.03513843	0.031629354
0.03513843	0.031629354
0.52441627	0.4908214
0.52441627	0.4908214
0.119941115	0.10975623
0.119941115	0.10975623
0.59272015	0.55677694
0.45055297	0.41856617
0.59272015	0.55677694
0.45055297	0.41856617
0.047647625	0.042993426
0.047647625	0.042993426
0.52441627	0.4908214
0.52441627	0.4908214
0.119941115	0.10975623
0.119941115	0.10975623
0.59272015	0.55677694
0.45055297	0.41856617
0.59272015	0.55677694
0.45055297	0.41856617
0.061457366	0.0556373
0.061457366	0.0556373
0.52441627	0.4908214
0.52441627	0.4908214
0.119941175	0.10975626
0.5927202	0.556777
0.45055297	0.41856617
0.071397096	0.06479305
0.119941115	0.10975623
0.59272015	0.55677694
0.45055297	0.41856617
0.52441627	0.4908214
0.071397096	0.06479305
0.52441627	0.4908214
0.119941115	0.10975623
0.119941115	0.10975623
0.59272015	0.55677694
0.45055297	0.41856617
0.59272015	0.55677694
0.45055297	0.41856617
0.12839216	0.11761066
0.12839216	0.11761066
0.52441627	0.4908214
0.52441627	0.4908214
0.119941115	0.10975623
0.119941115	0.10975623
0.59272015	0.55677694
0.45055297	0.41856617
0.59272015	0.55677694
0.45055297	0.41856617
0.11993265	0.10974157
0.11993265	0.10974157
0.33756018	0.30999458
0.33756018	0.30999458
0.013877988	0.012397289
0.013877988	0.012397289
0.25731164	0.23630276
0.25731164	0.23630276
0.17846888	0.16435072
0.17846888	0.16435072
0.8603081	0.83747184
0.8603081	0.83747184
0.013907194	0.012430847
0.013907194	0.012430847
0.72090656	0.68636334
0.72090656	0.68636334
0.044469595	0.040098965
0.044469595	0.040098965
0.32936573	0.30239278
0.32936573	0.30239278
0.0154391825	0.0138114095
0.0154391825	0.0138114095
0.6773683	0.6408454
0.6773683	0.6408454
0.01480177	0.013243318
0.2218265	0.20386368
0.845961	0.8219975
0.014448136	0.012925476
0.7114035	0.67638695
0.014448136	0.012925476
0.87543714	0.8545303
0.98746824	0.98443943
0.4639236	0.43158782
0.4639236	0.43158782
0.119941115	0.10975623
0.59272015	0.55677694
0.45055297	0.41856617
0.11993265	0.10974157
0.33756018	0.30999458
0.013877988	0.012397289
0.25731164	0.23630276
0.17846888	0.16435072
0.8603081	0.83747184
0.013907194	0.012430847
0.72090656	0.68636334
0.044469595	0.040098965
0.32936573	0.30239278
0.0154391825	0.0138114095
0.6773683	0.6408454
0.01480177	0.013243318
0.84598625	0.82202464
0.014448136	0.012925476
0.87543714	0.8545303
0.4639236	0.43158782
0.119941115	0.10975623
0.59272015	0.55677694
0.45055297	0.41856617
0.11993265	0.10974157
0.33756018	0.30999458
0.013877988	0.012397289
0.25731164	0.23630276
0.17846888	0.16435072
0.8603081	0.83747184
0.013907194	0.012430847
0.72090656	0.68636334
0.044469595	0.040098965
0.32936573	0.30239278
0.0154391825	0.0138114095
0.6773683	0.6408454
0.01480177	0.013243318
0.84591043	0.82194316
0.20481026	0.18883702
0.87543714	0.8545303
0.4639236	0.43158782
0.119941115	0.10975623
0.119941115	0.10975623
0.59272015	0.55677694
0.59272015	0.55677694
0.45055297	0.41856617
0.45055297	0.41856617
0.05057162	0.045657486
0.05057162	0.045657486
0.52441627	0.4908214
0.52441627	0.4908214
0.119941115	0.10975623
0.119941115	0.10975623
0.59272015	0.55677694
0.59272015	0.55677694
0.45055297	0.41856617
0.45055297	0.41856617
0.060875416	0.05510357
0.060875416	0.05510357
0.52441627	0.4908214
0.52441627	0.4908214
0.119941115	0.10975623
0.119941115	0.10975623
0.59272015	0.55677694
0.59272015	0.55677694
0.45055297	0.41856617
0.45055297	0.41856617
0.061056793	0.055270374
0.061056793	0.055270374
0.52441627	0.49082133
0.52441627	0.49082133
0.119941115	0.10975623
0.119941115	0.10975623
0.59272015	0.55677694
0.59272015	0.55677694
0.45055297	0.41856617
0.45055297	0.41856617
0.06986928	0.06338301
0.06986928	0.06338301
0.52441627	0.4908214
0.52441627	0.4908214
0.119941115	0.10975623
0.119941115	0.10975623
0.59272015	0.55677694
0.59272015	0.55677694
0.45055297	0.41856617
0.45055297	0.41856617
0.062308848	0.056420654
0.062308848	0.056420654
0.52441627	0.4908214
0.52441627	0.4908214
0.119941115	0.10975623
0.119941115	0.10975623
0.59272015	0.55677694
0.59272015	0.55677694
0.45055297	0.41856617
0.45055297	0.41856617
0.08586609	0.07814953
0.08586609	0.07814953
0.52441627	0.4908214
0.52441627	0.4908214
0.119941175	0.10975626
0.119941175	0.10975626
